_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
22625,2024,M9N,CAT,DOMESTIC LH
22626,2025,M5M,DOG,CHIHUAHUA SH
22627,2023,M5M,DOG,CHIHUAHUA SH
22628,2024,M3H,DOG,GANARASKAN
22629,2024,M4Y,CAT,DOMESTIC SH
22630,2023,M4Y,CAT,DOMESTIC SH
22631,2023,M5S,CAT,DOMESTIC SH
22632,2025,M6N,CAT,DOMESTIC SH
22633,2023,M6N,CAT,DOMESTIC SH
22634,2024,M9P,CAT,DOMESTIC SH
22635,2023,M9P,CAT,DOMESTIC SH
22636,2024,M4G,DOG,SHETLD SHEEPDOG
22637,2025,M4G,DOG,SHETLD SHEEPDOG
22638,2025,M4G,DOG,SHETLD SHEEPDOG
22639,2023,M4G,DOG,SHETLD SHEEPDOG
22640,2025,M3H,CAT,DOMESTIC SH
22641,2024,M3H,CAT,DOMESTIC SH
22642,2024,M3C,DOG,POODLE MIN
22643,2023,M3C,DOG,POODLE MIN
22644,2024,M6N,DOG,WELSH CORGI PEM
22645,2025,M6N,DOG,WELSH CORGI PEM
22646,2024,M4X,CAT,DOMESTIC SH
22647,2023,M4X,CAT,DOMESTIC SH
22648,2023,M6P,DOG,SC WHEAT TERR
22649,2025,M6P,DOG,SC WHEAT TERR
22650,2024,M1H,DOG,HOUND
22651,2024,M2R,DOG,SC WHEAT TERR
22652,2024,M5M,DOG,CHIHUAHUA SH
22653,2023,M5M,DOG,CHIHUAHUA SH
22654,2023,M4J,CAT,HIMALAYAN
22655,2025,M4J,CAT,HIMALAYAN
22656,2024,M8V,DOG,SCHNAUZER MIN
22657,2023,M8V,DOG,SCHNAUZER MIN
22658,2024,M6H,CAT,DOMESTIC SH
22659,2023,M6H,CAT,DOMESTIC SH
22660,2025,M3J,CAT,DOMESTIC SH
22661,2024,M4M,CAT,DOMESTIC SH
22662,2023,M4M,CAT,DOMESTIC SH
22663,2023,M3H,DOG,GERM SH POINT
22664,2024,M9B,CAT,DOMESTIC SH
22665,2023,M9B,CAT,DOMESTIC SH
22666,2025,M4C,DOG,AUST CATTLE DOG
22667,2023,M4C,DOG,AUST CATTLE DOG
22668,2023,M6B,DOG,LABRADOR RETR
22669,2025,M6S,DOG,PORT WATER DOG
22670,2024,M6S,DOG,PORT WATER DOG
22671,2023,M3H,CAT,DOMESTIC SH
22672,2024,M5R,DOG,HAVANESE
22673,2023,M5R,DOG,HAVANESE
22674,2024,M6M,CAT,DOMESTIC SH
22675,2024,M1M,CAT,DOMESTIC SH
22676,2024,M1M,CAT,DOMESTIC SH
22677,2024,M4R,DOG,KEESHOND
22678,2023,M4R,DOG,KEESHOND
22679,2024,M9A,DOG,YORKSHIRE TERR
22680,2023,M9A,DOG,YORKSHIRE TERR
22681,2024,M5R,DOG,POODLE MIN
22682,2023,M5R,DOG,POODLE MIN
22683,2025,M9A,DOG,CHOW CHOW
22684,2024,M9A,DOG,CHOW CHOW
22685,2024,M4X,DOG,POODLE MIN
22686,2024,M4X,DOG,COCKER SPAN
22687,2025,M9A,DOG,GOLDEN RETR
22688,2024,M9A,DOG,GOLDEN RETR
22689,2023,M2M,DOG,BOSTON TERRIER
22690,2024,M2M,DOG,BOSTON TERRIER
22691,2025,M6P,DOG,GOLDEN RETR
22692,2023,M6P,DOG,GOLDEN RETR
22693,2023,M4L,CAT,DOMESTIC SH
22694,2025,M4L,CAT,DOMESTIC SH
22695,2023,M6R,DOG,AUST SHEPHERD
22696,2023,M5M,DOG,DALMATIAN
22697,2023,M4E,DOG,CAIRN TERRIER
22698,2024,M4E,DOG,CAIRN TERRIER
22699,2025,M1R,DOG,GERM SHEPHERD
22700,2024,M1R,DOG,GERM SHEPHERD
22701,2024,M1K,CAT,DOMESTIC SH
22702,2023,M1K,CAT,DOMESTIC SH
22703,2023,M8Y,DOG,LABRADOR RETR
22704,2024,M8Y,DOG,LABRADOR RETR
22705,2024,M9W,DOG,MALTESE
22706,2025,M4E,DOG,MIN PINSCHER
22707,2023,M4E,DOG,MIN PINSCHER
22708,2025,M4R,DOG,SC WHEAT TERR
22709,2023,M4R,DOG,SC WHEAT TERR
22710,2024,M2N,CAT,DOMESTIC MH
22711,2023,M2N,CAT,DOMESTIC MH
22712,2024,M3A,CAT,DOMESTIC SH
22713,2023,M3A,CAT,DOMESTIC SH
22714,2024,M4V,CAT,DOMESTIC MH
22715,2023,M4V,CAT,DOMESTIC MH
22716,2025,M9R,CAT,DOMESTIC SH
22717,2023,M9R,CAT,DOMESTIC SH
22718,2024,M4C,CAT,DOMESTIC SH
22719,2023,M4J,CAT,DOMESTIC SH
22720,2025,M4J,CAT,DOMESTIC SH
22721,2025,M3A,CAT,DOMESTIC SH
22722,2023,M3A,CAT,DOMESTIC SH
22723,2023,M4C,DOG,PARSON RUSS TER
22724,2024,M4C,DOG,PARSON RUSS TER
22725,2023,M4Y,DOG,POMERANIAN
22726,2023,M6S,DOG,SHIH TZU
22727,2025,M6S,DOG,SHIH TZU
22728,2023,M5A,DOG,YORKSHIRE TERR
22729,2023,M5C,CAT,DOMESTIC MH
22730,2025,M5C,CAT,DOMESTIC MH
22731,2023,M8W,DOG,LABRADOR RETR
22732,2025,M6S,DOG,CAIRN TERRIER
22733,2023,M6S,DOG,CAIRN TERRIER
22734,2023,M1B,DOG,LABRADOR RETR
22735,2023,M5M,DOG,AIREDALE TERR
22736,2024,M5M,DOG,AIREDALE TERR
22737,2024,M4K,CAT,DOMESTIC SH
22738,2023,M4K,CAT,DOMESTIC SH
22739,2024,M1B,CAT,DOMESTIC LH
22740,2024,M1B,CAT,DOMESTIC LH
22741,2023,M1B,CAT,DOMESTIC SH
22742,2024,M1B,CAT,DOMESTIC SH
22743,2023,M3A,DOG,DACHSHUND MIN
22744,2024,M3A,DOG,DACHSHUND MIN
22745,2023,M6G,DOG,CAIRN TERRIER
22746,2025,M6G,DOG,CAIRN TERRIER
22747,2023,M4J,DOG,CAVALIER SPAN
22748,2024,M4J,DOG,CAVALIER SPAN
22749,2023,M4E,DOG,POODLE STND
22750,2024,M4L,DOG,COCKER SPAN
22751,2025,M4L,DOG,COCKER SPAN
22752,2024,M5R,DOG,GOLDEN RETR
22753,2025,M2N,DOG,BULLDOG
22754,2024,M2N,DOG,BULLDOG
22755,2024,M4E,DOG,CHIHUAHUA SH
22756,2025,M4E,DOG,CHIHUAHUA SH
22757,2024,M6J,CAT,DOMESTIC MH
22758,2024,M6J,CAT,DOMESTIC SH
22759,2024,M6G,DOG,LABRADOR RETR
22760,2023,M6G,DOG,LABRADOR RETR
22761,2025,M2N,CAT,DOMESTIC SH
22762,2024,M2N,CAT,DOMESTIC SH
22763,2024,M6G,CAT,DOMESTIC SH
22764,2023,M6G,CAT,DOMESTIC SH
22765,2024,M4C,CAT,DOMESTIC SH
22766,2023,M4C,CAT,DOMESTIC SH
22767,2023,M5A,CAT,DOMESTIC SH
22768,2025,M5V,DOG,CHIHUAHUA SH
22769,2024,M5V,DOG,CHIHUAHUA SH
22770,2024,M4W,DOG,HAVANESE
22771,2023,M4W,DOG,HAVANESE
22772,2024,M6P,DOG,BOXER
22773,2025,M4E,CAT,DOMESTIC SH
22774,2023,M4E,CAT,DOMESTIC SH
22775,2025,M1S,CAT,DOMESTIC SH
22776,2023,M1S,CAT,DOMESTIC SH
22777,2023,M6L,CAT,DOMESTIC SH
22778,2024,M1E,CAT,DOMESTIC SH
22779,2023,M1E,CAT,DOMESTIC SH
22780,2023,,DOG,LABRADOR RETR
22781,2023,M3B,CAT,DOMESTIC SH
22782,2023,M6M,DOG,SHIH TZU
22783,2023,M9A,DOG,LABRADOR RETR
22784,2025,M6P,CAT,DOMESTIC SH
22785,2024,M6P,CAT,DOMESTIC SH
22786,2024,M8V,CAT,DOMESTIC SH
22787,2025,M8V,CAT,DOMESTIC SH
22788,2023,M2L,DOG,SHIH TZU
22789,2025,M2L,DOG,SHIH TZU
22790,2023,M6P,CAT,DOMESTIC SH
22791,2025,M6P,CAT,DOMESTIC SH
22792,2023,M5R,CAT,DOMESTIC SH
22793,2024,M3M,CAT,DOMESTIC SH
22794,2025,M2N,DOG,HAVANESE
22795,2024,M2N,DOG,HAVANESE
22796,2024,M2N,DOG,PUG
22797,2024,M1J,CAT,DOMESTIC SH
22798,2023,M1J,CAT,DOMESTIC SH
22799,2024,M1N,CAT,DOMESTIC LH
22800,2023,M1N,CAT,DOMESTIC LH
22801,2023,M6R,DOG,DACHSHUND LH
22802,2025,M6R,DOG,DACHSHUND LH
22803,2024,M4L,CAT,DOMESTIC SH
22804,2025,M4L,CAT,DOMESTIC SH
22805,2023,M6E,DOG,FRENCH BULLDOG
22806,2024,M6E,DOG,FRENCH BULLDOG
22807,2023,M2N,DOG,GOLDEN RETR
22808,2025,M3H,DOG,COCKER SPAN
22809,2023,M3H,DOG,COCKER SPAN
22810,2023,M1J,DOG,GERM SH POINT
22811,2025,M1J,DOG,GERM SH POINT
22812,2024,M8Z,CAT,DOMESTIC SH
22813,2023,M4W,DOG,GANARASKAN
22814,2024,M6S,DOG,YORKSHIRE TERR
22815,2023,M6K,CAT,DOMESTIC MH
22816,2025,M6K,CAT,DOMESTIC MH
22817,2023,M4C,CAT,DOMESTIC SH
22818,2023,M4C,CAT,DOMESTIC SH
22819,2024,M4C,CAT,DOMESTIC SH
22820,2024,M5R,CAT,DOMESTIC SH
22821,2023,M5R,CAT,DOMESTIC SH
22822,2024,M9A,CAT,DOMESTIC SH
22823,2023,M9A,CAT,DOMESTIC SH
22824,2023,M8V,DOG,BEAGLE
22825,2024,M8V,DOG,BEAGLE
22826,2023,M9A,CAT,DOMESTIC SH
22827,2025,M9A,CAT,DOMESTIC SH
22828,2025,M9A,CAT,DOMESTIC SH
22829,2024,M9A,CAT,DOMESTIC SH
22830,2023,M4E,DOG,GOLDEN RETR
22831,2024,M4E,DOG,GOLDEN RETR
22832,2023,M9V,DOG,YORKSHIRE TERR
22833,2023,M9N,DOG,ALASK KLEE KAI
22834,2024,M9N,DOG,ALASK KLEE KAI
22835,2025,M9A,DOG,GOLDEN RETR
22836,2025,M8X,DOG,FRENCH BULLDOG
22837,2024,M8X,DOG,FRENCH BULLDOG
22838,2024,M5V,DOG,SCHNAUZER STAND
22839,2023,M5V,DOG,SCHNAUZER STAND
22840,2023,M3H,DOG,GERM SHEPHERD
22841,2025,M3H,DOG,GERM SHEPHERD
22842,2024,M1L,CAT,DOMESTIC SH
22843,2024,M8V,DOG,WEST HIGHLAND
22844,2024,M8Z,CAT,DOMESTIC SH
22845,2024,M1M,DOG,SCOT TERRIER
22846,2023,M6N,DOG,POODLE TOY
22847,2025,M6N,DOG,POODLE TOY
22848,2023,M8V,CAT,DOMESTIC LH
22849,2023,M1N,DOG,PAPILLON
22850,2023,M4T,DOG,BRIARD
22851,2024,M9C,CAT,DOMESTIC SH
22852,2024,M2J,DOG,LABRADOR RETR
22853,2023,M2J,DOG,LABRADOR RETR
22854,2024,M2J,DOG,BICHON FRISE
22855,2025,M2J,DOG,BICHON FRISE
22856,2023,M5A,DOG,DACHSHUND MIN
22857,2025,M5A,DOG,DACHSHUND MIN
22858,2025,M2M,DOG,GERM SHEPHERD
22859,2024,M2M,DOG,GERM SHEPHERD
22860,2023,M4V,DOG,POODLE MIN
22861,2025,M4V,DOG,POODLE MIN
22862,2024,M6S,CAT,DOMESTIC MH
22863,2024,M6C,DOG,GOLDEN RETR
22864,2023,M6C,DOG,GOLDEN RETR
22865,2024,M1E,DOG,SIBERIAN HUSKY
22866,2023,M1E,DOG,SIBERIAN HUSKY
22867,2024,M1M,DOG,COTON DE TULEAR
22868,2024,M4E,CAT,DOMESTIC SH
22869,2023,M4M,DOG,VIZSLA
22870,2024,M6P,DOG,POODLE STND
22871,2023,M6P,DOG,POODLE STND
22872,2025,M6P,DOG,POODLE STND
22873,2024,M6P,DOG,POODLE STND
22874,2025,M6S,CAT,HIMALAYAN
22875,2024,M6S,CAT,HIMALAYAN
22876,2025,M6S,CAT,HIMALAYAN
22877,2024,M6S,CAT,HIMALAYAN
22878,2024,M3L,DOG,SHIH TZU
22879,2024,M3A,DOG,GOLDEN RETR
22880,2025,M3B,CAT,DOMESTIC SH
22881,2023,M3B,CAT,DOMESTIC SH
22882,2024,M4J,DOG,LABRADOR RETR
22883,2023,M4J,DOG,LABRADOR RETR
22884,2025,M2H,DOG,GERM SHEPHERD
22885,2025,M2H,CAT,RAGDOLL
22886,2024,M1B,DOG,GERM SHEPHERD
22887,2023,M6P,DOG,PUG
22888,2025,M6C,DOG,COCKER SPAN
22889,2023,M6C,DOG,COCKER SPAN
22890,2025,M8Y,DOG,POODLE STND
22891,2024,M8Y,DOG,POODLE STND
22892,2024,M4L,CAT,DOMESTIC SH
22893,2023,M4L,CAT,DOMESTIC SH
22894,2024,M4B,CAT,DOMESTIC SH
22895,2023,M4B,CAT,DOMESTIC SH
22896,2024,M4A,CAT,DOMESTIC SH
22897,2024,M6G,DOG,COCKER SPAN
22898,2024,M4J,DOG,YORKSHIRE TERR
22899,2025,M4J,DOG,YORKSHIRE TERR
22900,2024,M3A,CAT,DOMESTIC MH
22901,2023,M2M,DOG,COCKER SPAN
22902,2025,M4S,DOG,WEST HIGHLAND
22903,2024,M4S,DOG,WEST HIGHLAND
22904,2024,M4G,DOG,WEST HIGHLAND
22905,2023,M4G,DOG,WEST HIGHLAND
22906,2024,M4G,CAT,RAGDOLL
22907,2023,M4G,CAT,RAGDOLL
22908,2024,M6K,CAT,DOMESTIC SH
22909,2023,M6K,CAT,DOMESTIC SH
22910,2023,M9C,DOG,BICHON FRISE
22911,2025,M9C,DOG,BICHON FRISE
22912,2023,M8Z,DOG,LABRADOR RETR
22913,2025,M8Z,DOG,LABRADOR RETR
22914,2025,M1B,DOG,PUG
22915,2024,M1B,DOG,PUG
22916,2023,M4J,CAT,DOMESTIC SH
22917,2025,M4J,CAT,DOMESTIC SH
22918,2023,M1N,DOG,GOLDEN RETR
22919,2023,M2J,DOG,SHIH TZU
22920,2025,M4E,DOG,COCKER SPAN
22921,2023,M4E,DOG,COCKER SPAN
22922,2024,M1M,DOG,BEAGLE
22923,2023,M1M,DOG,BEAGLE
22924,2025,M5R,DOG,GOLDEN RETR
22925,2024,M5R,DOG,GOLDEN RETR
22926,2024,M4N,DOG,COLLIE ROUGH
22927,2025,M5V,CAT,DOMESTIC LH
22928,2024,M5V,CAT,DOMESTIC LH
22929,2024,M1C,CAT,DOMESTIC SH
22930,2025,M1C,CAT,DOMESTIC SH
22931,2023,M6J,DOG,SIBERIAN HUSKY
22932,2025,M6J,DOG,SIBERIAN HUSKY
22933,2025,M8Z,CAT,DOMESTIC MH
22934,2024,M8Z,CAT,DOMESTIC MH
22935,2024,M1C,CAT,DOMESTIC SH
22936,2024,M4C,DOG,BORDER COLLIE
22937,2023,M1C,DOG,NEWFOUNDLAND LA
22938,2025,M4C,DOG,GERMAN SHEPHERD
22939,2024,M4C,DOG,GERMAN SHEPHERD
22940,2023,M9L,CAT,DOMESTIC SH
22941,2024,M5M,DOG,WHIPPET
22942,2025,M5M,DOG,WHIPPET
22943,2023,M3C,DOG,WELSH CORGI CAR
22944,2025,M3C,DOG,WELSH CORGI CAR
22945,2023,M5R,DOG,VIZSLA
22946,2023,M5V,DOG,BEAGLE
22947,2025,M5V,DOG,BEAGLE
22948,2024,M5R,DOG,TIBETAN TERR
22949,2023,M4B,DOG,GERM SHEPHERD
22950,2024,M2L,DOG,LABRADOR RETR
22951,2024,M3B,CAT,DOMESTIC MH
22952,2025,M3B,CAT,DOMESTIC MH
22953,2024,M6E,DOG,BICHON FRISE
22954,2023,M6E,DOG,BICHON FRISE
22955,2025,M4G,DOG,AKITA
22956,2024,M4G,DOG,AKITA
22957,2024,M6H,CAT,DOMESTIC SH
22958,2023,M6H,CAT,DOMESTIC SH
22959,2023,M1G,DOG,PARSON RUSS TER
22960,2024,M6A,CAT,DOMESTIC LH
22961,2024,M6A,CAT,DOMESTIC SH
22962,2024,M6A,CAT,DOMESTIC SH
22963,2023,M1L,CAT,DOMESTIC SH
22964,2024,M6G,DOG,LABRADOR RETR
22965,2023,M6G,DOG,LABRADOR RETR
22966,2025,M1R,CAT,DOMESTIC SH
22967,2023,M1R,CAT,DOMESTIC SH
22968,2024,M6R,DOG,LABRADOR RETR
22969,2023,M6P,DOG,LABRADOR RETR
22970,2024,M6P,DOG,LABRADOR RETR
22971,2025,M4J,CAT,DOMESTIC LH
22972,2025,M4K,CAT,DOMESTIC MH
22973,2024,M4K,CAT,DOMESTIC MH
22974,2024,M1B,DOG,GERM SHEPHERD
22975,2023,M1B,DOG,GERM SHEPHERD
22976,2024,M6R,DOG,BORDER TERRIER
22977,2023,M6R,DOG,BORDER TERRIER
22978,2024,M4K,DOG,COTON DE TULEAR
22979,2023,M4G,DOG,ROTTWEILER
22980,2024,M1W,DOG,SHIH TZU
22981,2023,M1W,DOG,SHIH TZU
22982,2023,M3J,CAT,DOMESTIC SH
22983,2025,M3J,CAT,DOMESTIC SH
22984,2024,M3J,CAT,DOMESTIC SH
22985,2023,M3J,CAT,DOMESTIC SH
22986,2023,M4L,CAT,DOMESTIC SH
22987,2025,M4S,CAT,DOMESTIC SH
22988,2023,M4S,CAT,DOMESTIC SH
22989,2025,M2M,CAT,DOMESTIC SH
22990,2023,M2M,CAT,DOMESTIC SH
22991,2025,M1R,DOG,NEWFOUNDLAND
22992,2024,M1B,DOG,YORKSHIRE TERR
22993,2024,M8Z,DOG,POMERANIAN
22994,2023,M8Z,DOG,POMERANIAN
22995,2024,M2R,DOG,GOLDEN RETR
22996,2024,M9M,DOG,COCKER SPAN
22997,2023,M9M,DOG,COCKER SPAN
22998,2023,M6K,DOG,GOLDEN RETR
22999,2025,M6K,DOG,GOLDEN RETR
23000,2025,M6E,CAT,DOMESTIC SH
23001,2023,M6E,CAT,DOMESTIC SH
23002,2025,M3M,CAT,DOMESTIC SH
23003,2025,M6G,DOG,ALASKAN HUSKY
23004,2024,M5A,DOG,SCHNAUZER STAND
23005,2023,M5A,DOG,SCHNAUZER STAND
23006,2023,M5B,DOG,BOSTON TERRIER
23007,2025,M5B,DOG,BOSTON TERRIER
23008,2024,M2J,DOG,SCOT TERRIER
23009,2023,M6K,CAT,DOMESTIC SH
23010,2024,M6K,CAT,DOMESTIC SH
23011,2023,M6C,CAT,DOMESTIC MH
23012,2023,M6A,DOG,GOLDEN RETR
23013,2024,M6A,DOG,GOLDEN RETR
23014,2024,M6C,DOG,ENG COCKER SPAN
23015,2023,M6C,DOG,ENG COCKER SPAN
23016,2025,M6C,DOG,ENG COCKER SPAN
23017,2023,M6P,DOG,SIBERIAN HUSKY
23018,2025,M3C,CAT,DOMESTIC MH
23019,2023,M3C,CAT,DOMESTIC MH
23020,2023,M5R,CAT,DOMESTIC SH
23021,2023,M6P,CAT,DOMESTIC SH
23022,2025,M2H,DOG,SC WHEAT TERR
23023,2024,M2H,DOG,SC WHEAT TERR
23024,2024,M6E,DOG,SHIH TZU
23025,2023,,CAT,DOMESTIC LH
23026,2025,,CAT,DOMESTIC LH
23027,2023,M4Y,DOG,COCKER SPAN
23028,2024,M4Y,DOG,COCKER SPAN
23029,2025,M4J,DOG,BICHON FRISE
23030,2024,M4J,DOG,BICHON FRISE
23031,2023,M2R,DOG,GOLDEN RETR
23032,2024,M4E,DOG,GOLDEN RETR
23033,2025,M4E,DOG,GOLDEN RETR
23034,2025,M3A,CAT,SIAMESE
23035,2024,M6E,DOG,SHIH TZU
23036,2025,M6E,DOG,SHIH TZU
23037,2024,M9R,CAT,DOMESTIC SH
23038,2025,M4W,CAT,DOMESTIC SH
23039,2024,M4W,CAT,DOMESTIC SH
23040,2023,M4W,CAT,DOMESTIC SH
23041,2025,M4W,CAT,DOMESTIC SH
23042,2023,M6A,CAT,DOMESTIC SH
23043,2025,M1E,DOG,GOLDEN RETR
23044,2023,M1E,DOG,GOLDEN RETR
23045,2023,M5A,DOG,CHINESE SHARPEI
23046,2024,M4S,DOG,HAVANESE
23047,2023,M4S,DOG,HAVANESE
23048,2024,M4V,DOG,GOLDEN RETR
23049,2024,M1P,DOG,HAVANESE
23050,2023,M1P,DOG,HAVANESE
23051,2024,M6H,DOG,GERM SH POINT
23052,2025,M6H,DOG,GERM SH POINT
23053,2023,M1N,DOG,NS DUCK TOLLING
23054,2024,M1N,DOG,NS DUCK TOLLING
23055,2023,M4J,DOG,HAVANESE
23056,2025,M4J,DOG,HAVANESE
23057,2023,M2N,CAT,DOMESTIC SH
23058,2023,M6S,CAT,DOMESTIC SH
23059,2025,M1C,CAT,DOMESTIC SH
23060,2023,M1C,CAT,DOMESTIC SH
23061,2025,M2N,CAT,DOMESTIC SH
23062,2024,M2N,CAT,DOMESTIC SH
23063,2024,M2N,CAT,DOMESTIC SH
23064,2023,M2N,CAT,DOMESTIC SH
23065,2023,M4J,CAT,DOMESTIC SH
23066,2024,M4C,CAT,DOMESTIC LH
23067,2023,M4C,CAT,DOMESTIC LH
23068,2023,M9W,CAT,DOMESTIC SH
23069,2025,M9C,DOG,HAVANESE
23070,2023,M9C,DOG,HAVANESE
23071,2024,M5P,DOG,MALTESE
23072,2023,M5P,DOG,MALTESE
23073,2023,M1K,DOG,LABRADOR RETR
23074,2024,M1K,DOG,LABRADOR RETR
23075,2023,M1P,CAT,DOMESTIC LH
23076,2024,M1P,CAT,DOMESTIC LH
23077,2023,M3N,DOG,CANE CORSO
23078,2024,M4G,DOG,BRITTANY
23079,2023,M6G,DOG,PLOTT HOUND
23080,2023,M1E,DOG,AUST SHEPHERD
23081,2024,M4K,CAT,DOMESTIC MH
23082,2023,M9C,DOG,SC WHEAT TERR
23083,2025,M9C,DOG,SC WHEAT TERR
23084,2023,M4S,DOG,HOUND
23085,2025,M4N,DOG,POODLE STND
23086,2023,M4N,DOG,POODLE STND
23087,2024,M1C,DOG,MALTESE
23088,2023,M4T,DOG,HAVANESE
23089,2025,M4T,DOG,HAVANESE
23090,2023,M1E,CAT,DOMESTIC SH
23091,2023,M4B,CAT,DOMESTIC MH
23092,2024,M4B,CAT,DOMESTIC MH
23093,2023,M6K,DOG,YORKSHIRE TERR
23094,2023,M8Y,DOG,PUG
23095,2023,M6S,DOG,GERM SHEPHERD
23096,2024,M6S,DOG,GERM SHEPHERD
23097,2024,M8V,CAT,DOMESTIC SH
23098,2023,M8V,CAT,DOMESTIC SH
23099,2023,M1J,CAT,DOMESTIC SH
23100,2025,M1J,CAT,DOMESTIC SH
23101,2023,M4J,DOG,COLLIE SMOOTH
23102,2025,M4J,DOG,COLLIE SMOOTH
23103,2024,M6E,DOG,LABRADOR RETR
23104,2023,M6E,DOG,LABRADOR RETR
23105,2023,M4S,DOG,POODLE STND
23106,2023,M1W,DOG,MIN PINSCHER
23107,2025,M1W,DOG,MIN PINSCHER
23108,2023,M4V,DOG,POODLE STND
23109,2025,M4V,DOG,POODLE STND
23110,2023,M4E,DOG,BEAGLE
23111,2025,M4E,DOG,BEAGLE
23112,2024,M6N,DOG,LABRADOR RETR
23113,2023,M6N,DOG,LABRADOR RETR
23114,2025,M4A,DOG,SHIH TZU
23115,2023,M4A,DOG,SHIH TZU
23116,2023,M5P,DOG,BICHON FRISE
23117,2023,M4C,DOG,BOXER
23118,2025,M4C,DOG,BOXER
23119,2024,M4C,DOG,GOLDEN RETR
23120,2023,M1L,CAT,DOMESTIC SH
23121,2023,M4N,CAT,AMER SH
23122,2024,M4N,CAT,AMER SH
23123,2023,M4Y,CAT,DOMESTIC SH
23124,2025,M1K,CAT,DOMESTIC SH
23125,2024,M2J,CAT,DOMESTIC LH
23126,2023,M2J,CAT,DOMESTIC LH
23127,2023,M3J,DOG,BEAGLE
23128,2024,M1V,DOG,HAVANESE
23129,2023,M1V,DOG,HAVANESE
23130,2025,M6K,DOG,ITAL GREYHOUND
23131,2023,M6H,DOG,PORT WATER DOG
23132,2025,M6H,DOG,PORT WATER DOG
23133,2025,M9P,DOG,YORKSHIRE TERR
23134,2023,M4K,CAT,DOMESTIC SH
23135,2025,M4K,CAT,DOMESTIC SH
23136,2023,M4B,CAT,CORNISH REX
23137,2025,M4B,CAT,CORNISH REX
23138,2025,M4B,CAT,CORNISH REX
23139,2024,M4B,CAT,CORNISH REX
23140,2024,M4C,CAT,DOMESTIC SH
23141,2024,M6K,CAT,DOMESTIC SH
23142,2023,M6K,CAT,DOMESTIC SH
23143,2023,M5A,CAT,DOMESTIC SH
23144,2024,M5A,CAT,DOMESTIC SH
23145,2024,M6G,CAT,DOMESTIC SH
23146,2023,M1P,CAT,DOMESTIC SH
23147,2024,M9A,DOG,LABRADOR RETR
23148,2023,M4B,DOG,COCKER SPAN
23149,2025,M4B,DOG,COCKER SPAN
23150,2024,M5M,CAT,DOMESTIC SH
23151,2025,M5M,CAT,DOMESTIC SH
23152,2023,M1M,CAT,DOMESTIC SH
23153,2023,M1E,DOG,GOLDEN RETR
23154,2025,M9B,CAT,DOMESTIC SH
23155,2024,M9B,CAT,DOMESTIC SH
23156,2024,M4J,DOG,COCKER SPAN
23157,2025,M1K,CAT,DOMESTIC SH
23158,2023,M1E,DOG,BOXER
23159,2024,M8W,DOG,COCKER SPAN
23160,2025,M8W,DOG,COCKER SPAN
23161,2023,M6P,CAT,DOMESTIC SH
23162,2025,M6P,CAT,DOMESTIC SH
23163,2025,M3M,DOG,LABRADOR RETR
23164,2024,M3M,DOG,LABRADOR RETR
23165,2024,M2J,CAT,DOMESTIC SH
23166,2023,M2J,CAT,DOMESTIC SH
23167,2024,M4B,DOG,SCHNAUZER MIN
23168,2023,M4B,DOG,SCHNAUZER MIN
23169,2023,M2K,CAT,DOMESTIC SH
23170,2024,M4M,CAT,DOMESTIC SH
23171,2023,M4M,CAT,DOMESTIC SH
23172,2023,M6L,DOG,GOLDEN RETR
23173,2025,M3A,CAT,DOMESTIC SH
23174,2024,M3A,CAT,DOMESTIC SH
23175,2023,M1W,CAT,DOMESTIC SH
23176,2023,M6J,CAT,DOMESTIC LH
23177,2025,M3K,DOG,JACK RUSSEL
23178,2024,M3K,DOG,JACK RUSSEL
23179,2024,M5S,CAT,DOMESTIC SH
23180,2023,M5S,CAT,DOMESTIC SH
23181,2025,M1N,DOG,GERM SHEPHERD
23182,2024,M1N,DOG,GERM SHEPHERD
23183,2025,M4C,CAT,DOMESTIC SH
23184,2025,M9B,CAT,DOMESTIC SH
23185,2023,M9B,CAT,DOMESTIC SH
23186,2023,M9P,CAT,DOMESTIC MH
23187,2024,M9P,CAT,DOMESTIC MH
23188,2023,M9P,CAT,DOMESTIC SH
23189,2024,M9P,CAT,DOMESTIC SH
23190,2024,M9A,CAT,DOMESTIC SH
23191,2024,M6C,DOG,BORDER COLLIE
23192,2023,M6C,DOG,BORDER COLLIE
23193,2023,M8Z,DOG,LABRADOR RETR
23194,2023,M1N,CAT,DOMESTIC MH
23195,2024,M1N,CAT,DOMESTIC MH
23196,2024,M4V,DOG,COCKER SPAN
23197,2024,M9A,DOG,GERM SHEPHERD
23198,2025,M5A,DOG,BEAGLE
23199,2024,M1E,DOG,MALTESE
23200,2024,M1G,DOG,PORT WATER DOG
23201,2023,M5A,DOG,CAVALIER SPAN
23202,2024,M4K,CAT,DOMESTIC SH
23203,2024,M6A,CAT,DOMESTIC SH
23204,2023,M6R,DOG,POODLE MIN
23205,2025,M9A,DOG,GOLDEN RETR
23206,2025,M5A,DOG,LABRADOR RETR
23207,2024,M9C,DOG,CAVALIER SPAN
23208,2025,M9A,CAT,ASH
23209,2023,M4J,CAT,DOMESTIC SH
23210,2023,M4J,CAT,DOMESTIC SH
23211,2025,M2N,DOG,POODLE MIN
23212,2024,M4Y,DOG,MALTESE
23213,2025,M2R,CAT,DOMESTIC SH
